Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;1208;2;1
;;;Yes;Google;8;157;2;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;9;171;9;0
Unemployed/other;40+;None;Yes;Google;4;441;4;0
Business;30-40;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;1
Business;30-40;Netflix;Yes;Google;6;1830;3;1
Business;30-40;;Yes;Google;2;1227;1;1
Unemployed/other;40+;None;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;275;3;0
Business;30-40;;Yes;Google;2;94;2;0
Business;30-40;None;Yes;Direct Traffic;4;51;4;0
Unemployed/other;18-30;Both;Yes;Google;5;914;2.5;1
Medical;40+;None;Yes;Google;2;1410;1;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;3;38;1.5;0
;;;Yes;Google;5;431;2.5;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;4;61;4;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Netflix;Yes;Google;3;1222;1.5;0
Medical;35-50;Spotify;Yes;Direct Traffic;9;747;9;1
Business;30-40;;Yes;Direct Traffic;2;33;2;1
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;8;100;2.67;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;No;Facebook;0;0;0;0
Business;35-50;None;Yes;Google;2;84;1;0
Business;30-40;None;Yes;Google;3;255;3;0
Business;30-40;;Yes;Direct Traffic;5;1885;1.67;1
Business;30-40;;Yes;Google;2;41;2;0
Business;30-40;Netflix;Yes;Google;5;866;5;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Law;18-30;Netflix;Yes;Facebook;0;0;0;1
Medical;18-30;Netflix;Yes;Google;3;1231;1.5;1
;;;Yes;Google;5;216;5;0
Unemployed/other;40+;None;Yes;Google;4;1396;4;1
Unemployed/other;18-30;None;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Both;Yes;Google;4;1696;4;1
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;1020;2;1
Business;30-40;;Yes;Google;2;81;2;0
;;;No;Google;3;1416;3;0
Unemployed/other;40+;None;Yes;Google;1;362;1;0
Business;30-40;;Yes;Google;4;235;4;0
Business;30-40;;Yes;Direct Traffic;2;530;2;0
Medical;35-50;None;Yes;Google;2;471;2;0
Unemployed/other;18-30;Spotify;Yes;Google;3;382;1.5;0
Unemployed/other;18-30;None;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;2;1419;2;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;2;371;2;0
Unemployed/other;18-30;Spotify;Yes;Facebook;8;567;4;1
Unemployed/other;18-30;;Yes;Direct Traffic;5;13;1.25;0
Unemployed/other;40+;None;Yes;Google;3;420;3;0
;;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Google;2;1043;2;1
Unemployed/other;18-30;Netflix;Yes;Google;3;1490;3;1
;;;Yes;Google;5;24;5;0
Business;30-40;Netflix;Yes;Google;13;1219;2.17;1
Business;30-40;None;Yes;Direct Traffic;2;11;2;0
;;;No;Direct Traffic;1;961;1;0
Business;30-40;;Yes;Facebook;0;0;0;1
Law;18-30;Spotify;Yes;Facebook;0;0;0;1
Medical;35-50;None;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;9;57;1.8;0
Business;30-40;Spotify;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;None;Yes;Facebook;3;1228;1.5;1
Business;30-40;None;Yes;Google;5;169;2.5;0
;;;Yes;Direct Traffic;2;262;2;0
Business;30-40;None;Yes;Google;3;82;3;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;3;76;3;0
Unemployed/other;18-30;Spotify;Yes;Google;4;1125;2;1
Business;30-40;None;Yes;Google;5;321;2.5;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;263;1.5;0
Business;30-40;;Yes;Google;2;636;1;1
Business;35-50;None;Yes;Facebook;0;0;0;0
Law;18-30;Spotify;Yes;Google;2;882;2;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;No;Google;5;889;5;0
;;;Yes;Direct Traffic;6;1431;6;0
Business;30-40;None;Yes;Google;2;216;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;Google;6;1626;6;1
;;;Yes;Google;2;258;1;0
Unemployed/other;18-30;Spotify;Yes;Google;2;1622;2;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;5;1591;5;1
Unemployed/other;40+;None;Yes;Google;4;852;4;1
;;;Yes;Google;4;137;4;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;3;96;3;1
Business;30-40;;Yes;Direct Traffic;6;652;2;0
;;;No;Google;3;1302;3;0
Business;30-40;;Yes;Google;11;900;11;1
Unemployed/other;18-30;Spotify;Yes;Google;4;41;2;1
Business;30-40;;Yes;Google;10;1489;2;1
Business;30-40;;Yes;Google;3;236;1.5;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Both;Yes;Google;3;694;3;1
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;None;No;Google;5;228;5;0
Business;30-40;;Yes;Google;3;1730;3;0
Business;30-40;;Yes;Google;3;87;3;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;No;Facebook;0;0;0;0
Business;18-30;Spotify;Yes;Google;;1212;;1
Unemployed/other;18-30;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;1;54;1;0
Business;30-40;Netflix;Yes;Direct Traffic;2;114;2;1
Business;18-30;Spotify;Yes;Google;4;464;2;1
Business;30-40;;Yes;Google;14;255;7;0
;;;Yes;Direct Traffic;2;568;2;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Google;3;1628;1;0
Unemployed/other;18-30;Both;Yes;Google;7;866;7;1
Business;30-40;Netflix;Yes;Google;3;1441;3;1
Business;30-40;;Yes;Google;2;1017;2;1
Medical;35-50;Both;Yes;Google;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
Business;30-40;None;Yes;Google;5;314;5;1
Law;18-30;Netflix;Yes;Google;4;1046;4;1
Unemployed/other;40+;None;Yes;Google;3;89;1.5;0
Law;18-30;Spotify;Yes;Direct Traffic;1;1320;1;1
Business;30-40;Spotify;Yes;Google;0;0;0;1
Business;30-40;;Yes;Others;0;0;0;1
;;;Yes;Google;2;340;2;0
Business;30-40;;Yes;Google;2;1349;2;1
;;;Yes;Google;4;1522;4;0
Unemployed/other;18-30;Netflix;Yes;Google;3;92;1;1
Business;30-40;Netflix;Yes;Others;0;0;0;1
Unemployed/other;18-30;Netflix;Yes;Google;5;1484;5;1
Unemployed/other;18-30;Netflix;Yes;Google;5;1030;5;1
Business;30-40;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Google;10;147;2.5;1
Business;30-40;None;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;1298;3;1
Unemployed/other;18-30;Both;Yes;Google;9;128;4.5;1
Unemployed/other;40+;None;Yes;Google;4;1614;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;5;271;1.25;0
Business;30-40;None;Yes;Google;3;93;1.5;0
Business;30-40;;Yes;Google;2;344;2;0
Unemployed/other;40+;None;Yes;Google;5;301;5;0
Unemployed/other;40+;None;Yes;Google;1;200;1;0
;;;Yes;Google;4;234;4;0
;;;Yes;Google;4;1065;2;0
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;2;1554;2;1
Business;30-40;;Yes;Google;2;371;2;0
Business;30-40;Netflix;No;Google;5;1313;1.67;0
Business;30-40;;No;Google;5;1287;2.5;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;3;413;3;0
Unemployed/other;18-30;Both;Yes;Direct Traffic;13;20;2.6;1
Unemployed/other;18-30;Both;Yes;Direct Traffic;9;382;4.5;1
Business;30-40;Netflix;Yes;Direct Traffic;4;166;4;0
Law;30-40;Netflix;Yes;Google;3;312;1.5;1
;;;No;Google;3;1629;3;0
Business;30-40;None;Yes;Direct Traffic;4;349;4;0
Law;30-40;Netflix;Yes;Direct Traffic;13;998;2.17;1
Business;30-40;;Yes;Direct Traffic;2;144;2;0
;;;Yes;Google;4;213;4;0
;;;Yes;Direct Traffic;7;151;1.4;0
Unemployed/other;40+;None;Yes;Google;3;1157;3;0
Business;30-40;Netflix;Yes;Direct Traffic;3;1087;1.5;1
Business;30-40;Netflix;Yes;Google;3;992;3;1
;;;Yes;Google;1;176;1;0
Unemployed/other;18-30;Spotify;Yes;Google;4;329;4;0
Business;30-40;None;Yes;Google;2;1269;2;0
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Facebook;0;0;0;0
Law;18-30;Both;Yes;Google;8;1391;2.67;1
;;;Yes;Google;5;415;5;0
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
Business;30-40;Both;Yes;Google;;1129;;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Medical;35-50;None;Yes;Google;2;158;1;0
Business;30-40;;Yes;Direct Traffic;4;82;4;0
Business;30-40;None;Yes;Google;7;1242;3.5;1
Business;30-40;None;Yes;Direct Traffic;4;1236;4;0
Business;30-40;;Yes;Google;2;1696;2;1
;;;Yes;Facebook;2;267;1;0
Unemployed/other;18-30;Spotify;Yes;Google;4;344;4;1
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;16;1278;4;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;2;915;2;1
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;240;2;0
Business;30-40;;Yes;Google;2;1196;2;1
Law;30-40;Netflix;Yes;Google;3;25;3;1
;;;Yes;Google;4;229;2;0
Business;30-40;Netflix;Yes;Google;6;422;6;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;7;998;1.75;1
Unemployed/other;40+;Netflix;Yes;Google;3;1557;3;1
Unemployed/other;40+;None;Yes;Google;7;1380;7;1
Business;30-40;;Yes;Google;3;318;3;1
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;2;884;2;0
Business;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Both;Yes;Direct Traffic;5;1656;5;1
Business;30-40;;Yes;Google;8;94;8;0
Unemployed/other;18-30;Netflix;Yes;Google;7;940;7;1
Business;30-40;;Yes;Facebook;0;0;0;1
Law;30-40;Netflix;Yes;Direct Traffic;2;1558;2;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Direct Traffic;4;1052;4;1
Unemployed/other;18-30;Netflix;Yes;Google;3;1030;3;1
Law;30-40;Netflix;Yes;Google;9;127;3;1
;;;Yes;Direct Traffic;7;522;7;0
;;;Yes;Google;10;1159;2.5;0
Business;30-40;Netflix;Yes;Google;6;1243;6;0
Business;30-40;Netflix;Yes;Google;0;0;0;1
Business;18-30;Spotify;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;3;1349;1.5;0
;;;Yes;Google;2;151;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Unemployed/other;18-30;None;Yes;Google;2;1025;2;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;16;1804;2.67;1
Business;30-40;Netflix;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;5;1388;1.67;1
;;;Yes;Google;2;1260;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;Google;0;0;0;1
Business;30-40;;Yes;Direct Traffic;4;1425;4;1
;;;Yes;Direct Traffic;6;34;3;0
Business;30-40;Both;Yes;Google;;1413;;1
Business;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;Both;Yes;Google;;1261;;1
Business;30-40;;Yes;Google;3;684;3;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Direct Traffic;4;66;1.33;0
Business;30-40;Netflix;Yes;Google;2;1113;2;1
;;;Yes;Google;5;651;2.5;1
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;2;433;2;0
Unemployed/other;18-30;Both;Yes;Google;2;910;1;0
;;;Yes;Google;5;8;2.5;0
;;;Yes;Google;4;310;4;0
Unemployed/other;18-30;Both;No;Google;;1606;;0
;;;Yes;Direct Traffic;9;280;3;0
Business;30-40;;Yes;Google;7;1141;1.75;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;4;95;4;1
;;;Yes;Google;4;10;4;0
Business;30-40;;Yes;Others;0;0;0;1
Business;30-40;Netflix;Yes;Google;3;1376;3;1
Business;30-40;;Yes;Facebook;23;1677;2.09;1
Business;30-40;;Yes;Google;5;908;1.67;1
;;;Yes;Direct Traffic;3;89;3;0
Business;30-40;Netflix;Yes;Google;5;934;2.5;1
Unemployed/other;18-30;Both;Yes;Google;2;961;2;1
Business;30-40;;Yes;Google;2;1328;1;1
;;;No;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;5;1728;5;1
Business;30-40;;Yes;Google;3;1713;3;1
Business;30-40;;Yes;Google;0;0;0;1
Business;30-40;;Yes;Google;2;393;2;0
;;;Yes;Google;2;108;2;0
Business;30-40;Netflix;Yes;Google;4;1279;2;1
Business;30-40;Netflix;Yes;Direct Traffic;4;99;2;0
;;;Yes;Google;2;1161;2;0
;;;Yes;Direct Traffic;10;887;1.43;0
;;;Yes;Direct Traffic;9;41;2.25;0
Unemployed/other;18-30;Netflix;Yes;Google;5;1421;5;1
Unemployed/other;18-30;Spotify;Yes;Google;12;830;2.4;1
Business;30-40;;Yes;Google;5;1027;5;0
Business;30-40;Netflix;Yes;Direct Traffic;5;1757;2.5;0
;;;Yes;Google;8;137;4;0
Business;30-40;None;Yes;Direct Traffic;3;1873;1.5;0
Business;30-40;None;Yes;Direct Traffic;2;281;2;0
;;;Yes;Direct Traffic;5;94;5;0
;;;Yes;Google;5;118;5;0
;;;Yes;Direct Traffic;3;182;3;0
Business;30-40;Both;Yes;Google;8;262;8;0
Business;30-40;None;Yes;Google;4;45;4;1
;;;Yes;Google;1;257;1;0
Law;30-40;Netflix;Yes;Google;5;3;2.5;1
Business;30-40;None;Yes;Google;3;264;3;0
;;;Yes;Google;4;768;4;0
Business;30-40;None;Yes;Direct Traffic;2;133;2;0
Business;30-40;Both;Yes;Google;3;354;3;1
Business;30-40;Netflix;Yes;Google;5;740;2.5;0
Business;30-40;;No;Direct Traffic;55;297;55;0
Business;30-40;;Yes;Facebook;4;40;2;1
Business;30-40;;Yes;Facebook;3;406;1.5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;4;1222;4;0
Unemployed/other;18-30;Both;Yes;Google;7;70;7;1
Unemployed/other;18-30;Spotify;Yes;Google;4;1494;4;1
Business;18-30;Spotify;Yes;Google;3;739;3;1
Business;30-40;Netflix;Yes;Direct Traffic;3;802;3;1
Business;30-40;None;Yes;Direct Traffic;2;835;2;1
Business;30-40;Netflix;Yes;Direct Traffic;5;129;2.5;0
Business;30-40;;Yes;Direct Traffic;5;129;2.5;0
;;;Yes;Google;4;266;4;0
Unemployed/other;40+;None;Yes;Google;3;260;3;0
;;;Yes;Google;2;200;2;0
Business;30-40;Netflix;Yes;Direct Traffic;3;349;3;0
Law;30-40;None;Yes;Google;2;774;2;0
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Spotify;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Direct Traffic;3;1359;3;0
Unemployed/other;18-30;Spotify;Yes;Google;3;209;3;1
Business;30-40;;Yes;Google;6;648;6;0
Business;30-40;;Yes;Google;2;1099;2;0
Business;30-40;None;Yes;Direct Traffic;3;143;3;0
Unemployed/other;18-30;Spotify;Yes;Facebook;0;0;0;1
Business;30-40;;No;Google;7;720;3.5;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;5;1204;5;0
Unemployed/other;40+;None;Yes;Google;3;291;3;0
Business;30-40;Netflix;Yes;Google;18;1428;6;0
Business;35-50;None;Yes;Direct Traffic;2;447;2;0
Law;18-30;Spotify;Yes;Google;3;355;3;0
Business;30-40;Netflix;Yes;Direct Traffic;3;313;3;0
Unemployed/other;40+;Spotify;Yes;Google;6;1134;6;1
Business;30-40;Spotify;Yes;Facebook;0;0;0;1
Business;30-40;None;Yes;Direct Traffic;3;2;3;0
Business;30-40;;Yes;Facebook;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;8;568;4;1
Business;30-40;;Yes;Direct Traffic;2;317;2;0
Medical;40+;None;Yes;Direct Traffic;10;1082;3.33;0
;;;Yes;Google;5;36;5;0
Unemployed/other;40+;None;Yes;Direct Traffic;11;1027;5.5;1
Business;30-40;None;No;Google;3;1129;3;0
Business;30-40;;Yes;Google;4;1410;4;0
;;;Yes;Direct Traffic;2;130;2;0
Unemployed/other;18-30;Netflix;Yes;Google;7;751;7;1
Business;30-40;None;Yes;Google;4;332;4;0
;;;Yes;Direct Traffic;10;349;10;0
Unemployed/other;18-30;Both;Yes;Google;5;169;5;1
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;4;1514;4;1
;;;Yes;Google;3;1993;3;0
Business;30-40;Netflix;Yes;Google;5;33;2.5;1
;;;Yes;Google;4;636;4;0
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;14;1336;2.8;1
Business;30-40;Netflix;Yes;Direct Traffic;4;985;2;1
Unemployed/other;18-30;Spotify;Yes;Google;2;1556;1;1
Unemployed/other;18-30;Spotify;Yes;Google;1;1196;1;1
;;;Yes;Google;5;219;2.5;0
Business;30-40;Netflix;Yes;Google;4;701;4;1
Business;30-40;;Yes;Google;3;101;3;0
;;;Yes;Google;1;249;1;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;4;177;4;0
Business;30-40;;Yes;Google;3;114;3;0
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;4;346;4;0
;;;Yes;Google;5;1278;2.5;0
Business;30-40;Netflix;Yes;Google;5;1204;5;1
Business;30-40;Netflix;Yes;Google;7;136;7;0
Business;30-40;;Yes;Direct Traffic;1;102;1;0
;;;Yes;Google;5;228;5;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;4;99;4;1
;;;Yes;Facebook;0;0;0;0
Law;30-40;Netflix;Yes;Direct Traffic;3;1039;3;1
;;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Both;Yes;Google;2;872;2;1
Business;30-40;Netflix;Yes;Direct Traffic;4;300;4;1
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;2;1567;1;1
Unemployed/other;18-30;Spotify;Yes;Direct Traffic;2;1677;2;1
Business;30-40;Both;Yes;Google;0;0;0;1
Business;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;3;52;3;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;None;Yes;Google;2;559;2;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;4;439;4;0
;;;Yes;Direct Traffic;3;382;3;0
Law;18-30;Spotify;Yes;Google;5;1008;5;1
;;;Yes;Google;4;53;2;0
Business;30-40;None;Yes;Google;2;1059;2;1
Unemployed/other;18-30;None;Yes;Google;2;606;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;Netflix;Yes;Google;11;823;3.67;1
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;2;177;2;0
Business;30-40;;Yes;Google;21;1198;5.25;1
Business;30-40;None;Yes;Google;4;1559;4;1
Business;30-40;Netflix;Yes;Direct Traffic;2;89;2;0
Business;30-40;Netflix;Yes;Direct Traffic;2;113;2;0
Unemployed/other;18-30;Spotify;Yes;Google;9;221;3;0
Business;30-40;;Yes;Google;2;242;2;0
;;;Yes;Google;5;322;2.5;0
Business;30-40;Netflix;Yes;Google;3;1475;3;1
Business;30-40;None;Yes;Direct Traffic;2;222;2;0
Business;30-40;None;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;6;1189;6;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;2;295;2;0
;;;Yes;Google;3;1182;3;0
Unemployed/other;40+;None;Yes;Google;2;1552;2;0
Business;30-40;Netflix;Yes;Google;4;337;4;0
Business;30-40;Netflix;Yes;Google;4;324;4;1
Business;30-40;;Yes;Google;6;30;6;0
Law;18-30;Spotify;Yes;Facebook;12;333;4;1
;;;Yes;Direct Traffic;3;365;3;0
;;;Yes;Google;8;111;8;0
;;;Yes;Facebook;2;98;1;0
Unemployed/other;18-30;Netflix;Yes;Google;4;885;4;1
;;;Yes;Google;4;84;2;0
Business;30-40;None;Yes;Google;4;1714;4;0
Law;30-40;Netflix;Yes;Google;5;22;5;1
Business;30-40;Netflix;Yes;Facebook;0;0;0;1
Business;30-40;Spotify;Yes;Google;5;1123;2.5;1
;;;Yes;Google;3;998;3;0
;;;Yes;Google;2;719;2;0
Unemployed/other;40+;None;Yes;Direct Traffic;4;749;2;1
;;;Yes;Direct Traffic;10;225;2.5;0
Business;30-40;;Yes;Google;4;32;4;0
;;;No;Direct Traffic;141;755;6.71;0
Business;30-40;;Yes;Direct Traffic;25;67;3.57;0
Unemployed/other;18-30;Spotify;Yes;Google;6;1201;2;1
Business;30-40;;Yes;Google;7;45;3.5;0
;;;Yes;Direct Traffic;4;1882;2;1
Business;30-40;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;6;1395;6;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;;Yes;Google;3;97;3;0
Business;30-40;;Yes;Google;2;1139;2;1
Business;30-40;Netflix;Yes;Google;3;734;1.5;1
Business;30-40;None;Yes;Google;6;945;6;1
Business;30-40;None;Yes;Direct Traffic;5;155;5;0
Business;30-40;;Yes;Facebook;0;0;0;1
Business;30-40;;Yes;Google;4;1453;1.33;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Unemployed/other;18-30;Netflix;Yes;Google;0;0;0;1
Unemployed/other;40+;None;Yes;Direct Traffic;2;87;2;0
Business;30-40;Netflix;Yes;Google;3;1621;3;1
Unemployed/other;18-30;Netflix;Yes;Google;0;0;0;1
Unemployed/other;18-30;Spotify;Yes;Google;0;0;0;1
;;;Yes;Google;6;430;3;0
Business;30-40;;Yes;Google;2;1843;2;1
Business;30-40;Netflix;No;Others;0;0;0;0
Business;30-40;None;Yes;Direct Traffic;2;1634;2;1
;;;Yes;Google;3;441;3;0
Business;30-40;None;Yes;Google;7;324;2.33;0
Business;30-40;;Yes;Google;2;243;2;0
Business;30-40;;Yes;Direct Traffic;3;1054;1.5;0
;;;No;Facebook;0;0;0;0
Business;30-40;;Yes;Google;2;199;1;0
Business;30-40;;Yes;Google;0;0;0;1
;;;Yes;Google;2;414;2;0
Unemployed/other;18-30;Spotify;Yes;Google;6;1411;1.5;1
Business;30-40;;No;Google;0;0;0;0
Law;18-30;Netflix;Yes;Google;2;240;2;1
Business;30-40;Both;Yes;Google;0;0;0;0
Business;30-40;Netflix;Yes;Google;3;342;3;1
Law;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Google;5;442;1.67;0
Unemployed/other;40+;None;Yes;Google;2;305;2;0
Business;30-40;;Yes;Google;2;1264;2;1
Business;30-40;None;Yes;Google;2;59;2;0
Business;30-40;None;Yes;Google;9;491;4.5;0
Business;30-40;Netflix;Yes;Google;20;1290;2.22;1
Business;30-40;None;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;4;102;2;0
;;;Yes;Google;2;71;1;0
Business;30-40;;Yes;Google;2;26;2;1
Business;30-40;;Yes;Google;2;779;2;1
Business;30-40;None;Yes;Direct Traffic;5;16;5;1
Business;30-40;;No;Google;2;210;2;0
Business;30-40;Spotify;Yes;Google;0;0;0;1
;;;Yes;Google;3;208;3;0
Business;30-40;;Yes;Google;13;979;3.25;1
Business;30-40;;Yes;Direct Traffic;2;196;2;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
Business;30-40;;No;Facebook;0;0;0;0
Law;30-40;;Yes;Direct Traffic;2;47;2;0
Business;30-40;;Yes;Facebook;0;0;0;0
Unemployed/other;18-30;Both;Yes;Google;0;0;0;1
;;;Yes;Direct Traffic;5;1240;2.5;0
;;;Yes;Google;7;1072;3.5;0
Unemployed/other;18-30;Netflix;Yes;Direct Traffic;11;985;1.83;1
;;;Yes;Direct Traffic;2;158;2;0
Business;30-40;;Yes;Google;3;1362;3;1
Business;30-40;Netflix;Yes;LaNoche.com;0;0;0;1
Business;30-40;;Yes;Direct Traffic;2;1492;2;0
Business;30-40;Netflix;Yes;Google;3;1545;3;1
Business;30-40;;Yes;Google;3;818;3;1
;;;Yes;Direct Traffic;2;593;2;0
Business;30-40;None;Yes;Google;4;1646;4;0
Business;30-40;None;Yes;Direct Traffic;4;1352;1.33;0
Business;30-40;Spotify;Yes;Google;5;1715;1.67;1
Unemployed/other;18-30;Spotify;Yes;Google;5;7;2.5;0
Unemployed/other;18-30;Netflix;No;Google;4;1452;4;0
Business;30-40;Netflix;Yes;Google;4;963;4;1
;;;Yes;Google;4;75;4;0
Unemployed/other;18-30;Spotify;Yes;Google;6;866;2;1
Business;30-40;Netflix;Yes;Google;14;1424;2.8;1
Business;30-40;None;Yes;Google;5;31;2.5;0
Business;30-40;Netflix;Yes;Google;7;520;3.5;1
;;;Yes;Google;3;141;3;0
;;;Yes;Direct Traffic;15;260;5;0
Unemployed/other;18-30;Spotify;Yes;Google;7;60;7;1
;;;Yes;Google;9;351;9;0
Business;30-40;;Yes;Facebook;1;1286;1;0
Law;18-30;Spotify;Yes;Facebook;0;0;0;1
Unemployed/other;40+;None;Yes;Google;5;340;2.5;0
Business;30-40;;Yes;Direct Traffic;2;341;2;0
;;;Yes;Facebook;0;0;0;0
Business;30-40;Netflix;Yes;Google;4;866;4;1
;;;Yes;Google;11;87;3.67;0
;;;Yes;Direct Traffic;2;334;2;0
Business;18-30;Spotify;Yes;Google;8;1524;2.67;1
Business;30-40;None;Yes;Direct Traffic;5;121;5;0
Business;30-40;;Yes;Google;18;874;3.6;1
;;;Yes;Google;6;63;6;0
Business;30-40;;No;Direct Traffic;2;1157;2;0
;;;Yes;Direct Traffic;3;190;1.5;0
Business;18-30;Spotify;Yes;Google;4;786;4;1
Business;30-40;None;Yes;Google;3;1367;3;0
Law;30-40;None;Yes;Direct Traffic;2;360;2;0
Law;30-40;Netflix;Yes;Google;6;116;3;1
;;;Yes;Google;2;231;2;0
